2013/03/19,5816
2013/03/20,5140
2013/03/21,4851
2013/03/22,4903
2013/03/23,2988
2013/03/24,2417
2013/03/25,4726
2013/03/26,4846
2013/03/27,4774
2013/03/28,4181
2013/03/29,3600
2013/03/30,2494
2013/03/31,1903
2013/04/01,4702
2013/04/02,5099
2013/04/03,5270
2013/04/04,4829
2013/04/05,4497
2013/04/06,2764
2013/04/07,2487
2013/04/08,4904
2013/04/09,4871
2013/04/10,4820
2013/04/11,4696
2013/04/12,4794
2013/04/13,2782
2013/04/14,2395
2013/04/15,4688
2013/04/16,5035
2013/04/17,4792
2013/04/18,4481
2013/04/19,4240
2013/04/20,2472
2013/04/21,2724
2013/04/22,5023
2013/04/23,5303
2013/04/24,4457
2013/04/25,4725
2013/04/26,4202
2013/04/27,2679
2013/04/28,2329
2013/04/29,4753
2013/04/30,4668
2013/05/01,4737
2013/05/02,4223
2013/05/03,4297
2013/05/04,2551
2013/05/05,2274
2013/05/06,4991
2013/05/07,4668
2013/05/08,5837
2013/05/09,4877
2013/05/10,3745
2013/05/11,2843
2013/05/12,2476
2013/05/13,5200
2013/05/14,4864
2013/05/15,4703
2013/05/16,4754
2013/05/17,4300
2013/05/18,2920
2013/05/19,2184
2013/05/20,5350
2013/05/21,5017
2013/05/22,5125
2013/05/23,4714
2013/05/24,3792
2013/05/25,2703
2013/05/26,2156
2013/05/27,2514
2013/05/28,5021
2013/05/29,5300
2013/05/30,5117
2013/05/31,4805
2013/06/01,3235
2013/06/02,2773
2013/06/03,4987
2013/06/04,5282
2013/06/05,5459
2013/06/06,4938
2013/06/07,4894
2013/06/08,3374
2013/06/09,2931
2013/06/10,5197
2013/06/11,5741
2013/06/12,5441
2013/06/13,5192
2013/06/14,4915
2013/06/15,2823
2013/06/16,2427
2013/06/17,5183
2013/06/18,5359
2013/06/19,5051
2013/06/20,4853
2013/06/21,4605
2013/06/22,2817
2013/06/23,2566
2013/06/24,5356
2013/06/25,5449
2013/06/26,5192
2013/06/27,5101
2013/06/28,4848
2013/06/29,2774
2013/06/30,2340
2013/07/01,5173
2013/07/02,4992
2013/07/03,4942
2013/07/04,2425
2013/07/05,3993
2013/07/06,2689
2013/07/07,2669
2013/07/08,5608
2013/07/09,5776
2013/07/10,5461
2013/07/11,4981
2013/07/12,4337
2013/07/13,2539
2013/07/14,2537
2013/07/15,5593
2013/07/16,5931
2013/07/17,5991
2013/07/18,5847
2013/07/19,5453
2013/07/20,3309
2013/07/21,2972
2013/07/22,5513
2013/07/23,5302
2013/07/24,5146
2013/07/25,4780
2013/07/26,4790
2013/07/27,2564
2013/07/28,2123
2013/07/29,5187
2013/07/30,4864
2013/07/31,5003
2013/08/01,4318
2013/08/02,4493
2013/08/03,2418
2013/08/04,2254
2013/08/05,5212
2013/08/06,5075
2013/08/07,4661
2013/08/08,4372
2013/08/09,4123
2013/08/10,2269
2013/08/11,2112
2013/08/12,4839
2013/08/13,5090
2013/08/14,4878
2013/08/15,4701
2013/08/16,4481
2013/08/17,2677
2013/08/18,2146
2013/08/19,4782
2013/08/20,4961
2013/08/21,4460
2013/08/22,4502
2013/08/23,4323
2013/08/24,2471
2013/08/25,2088
2013/08/26,4518
2013/08/27,4513
2013/08/28,4737
2013/08/29,4589
2013/08/30,3870
2013/08/31,2275
2013/09/01,2037
2013/09/02,2382
2013/09/03,5154
2013/09/04,4703
2013/09/05,4595
2013/09/06,4040
2013/09/07,2627
2013/09/08,2466
2013/09/09,4623
2013/09/10,4748
2013/09/11,4869
2013/09/12,4846
2013/09/13,4240
2013/09/14,2295
2013/09/15,2283
2013/09/16,4741
2013/09/17,4410
2013/09/18,5198
2013/09/19,4475
2013/09/20,3779
2013/09/21,2812
2013/09/22,2376
2013/09/23,4230
2013/09/24,4958
2013/09/25,4676
2013/09/26,4608
2013/09/27,4163
2013/09/28,2522
2013/09/29,2254
2013/09/30,4873
2013/10/01,5131
2013/10/02,5217
2013/10/03,5080
2013/10/04,4770
2013/10/05,2472
2013/10/06,2077
2013/10/07,5276
2013/10/08,5257
2013/10/09,5136
2013/10/10,4831
2013/10/11,4201
2013/10/12,2087
2013/10/13,1764
2013/10/14,3293
2013/10/15,4896
2013/10/16,5182
2013/10/17,4804
2013/10/18,4396
2013/10/19,2592
2013/10/20,2192
2013/10/21,5257
2013/10/22,5002
2013/10/23,6294
2013/10/24,6559
2013/10/25,6094
2013/10/26,3453
2013/10/27,2578
2013/10/28,5297
2013/10/29,5943
2013/10/30,5262
